,subject,rt,trial_type,trial_index,time_elapsed,condition,assignment,responses,stimType,stimNum,categorization,numeric_categorization,order,Understood,group,trial_condition,exp.inf.1,spon.1,rc.1,exp.inf.2,spon.2,rc.2,spon.true,exp.inf.mean,rc.mean,spon.mean,Congruent,Congruence,numeric_categorization2,exp_group
257,26891,3156,survey-multi-choice,3,33278,Speaker Aware,4b,"{""Q0"":""No""}",belief,7,No,0,1,0,group1,speaker_aware,4,0,4,3,0,3,0,3.5,3.5,0,FALSE,incongruent,1,Knowledge
258,26891,1835,survey-multi-choice,5,40246,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,6,Yes,1,2,0,group1,speaker_unaware,4,0,4,3,0,3,0,3.5,3.5,0,FALSE,incongruent,0,Knowledge
259,26891,2059,survey-multi-choice,7,52834,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,3,0,group1,speaker_aware,4,0,4,3,0,3,0,3.5,3.5,0,TRUE,congruent,0,Knowledge
260,26891,2203,survey-multi-choice,9,71659,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,4,0,group1,speaker_unaware,4,0,4,3,0,3,0,3.5,3.5,0,TRUE,congruent,1,Knowledge
261,26891,2056,survey-multi-choice,11,87912,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,5,0,group1,speaker_aware,4,0,4,3,0,3,0,3.5,3.5,0,TRUE,congruent,0,Knowledge
262,26891,2371,survey-multi-choice,13,102767,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,6,0,group1,speaker_unaware,4,0,4,3,0,3,0,3.5,3.5,0,TRUE,congruent,1,Knowledge
263,26891,1668,survey-multi-choice,15,130423,Speaker Aware,4b,"{""Q0"":""No""}",belief,8,No,0,7,0,group1,speaker_aware,4,0,4,3,0,3,0,3.5,3.5,0,FALSE,incongruent,1,Knowledge
264,26891,2486,survey-multi-choice,17,144685,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,4,Yes,1,8,0,group1,speaker_unaware,4,0,4,3,0,3,0,3.5,3.5,0,FALSE,incongruent,0,Knowledge
265,27062,4467,survey-multi-choice,3,85076,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,1,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
266,27062,5554,survey-multi-choice,5,117700,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,2,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
267,27062,4047,survey-multi-choice,7,144709,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,3,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
268,27062,5033,survey-multi-choice,9,161100,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,4,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
269,27062,3607,survey-multi-choice,11,189676,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,5,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
270,27062,4628,survey-multi-choice,13,234020,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,6,0,group2,speaker_aware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,0,Knowledge
271,27062,6508,survey-multi-choice,15,272715,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,7,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
272,27062,2501,survey-multi-choice,17,305965,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,8,0,group2,speaker_unaware,8,0,10,8,1,9,0,8,9.5,0.5,TRUE,congruent,1,Knowledge
273,27164,2047,survey-multi-choice,3,1206896,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,1,0,group1,speaker_unaware,5,0,6,3,1,7,0,4,6.5,0.5,TRUE,congruent,1,Knowledge
274,27164,1639,survey-multi-choice,5,1212910,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,2,0,group1,speaker_aware,5,0,6,3,1,7,0,4,6.5,0.5,TRUE,congruent,0,Knowledge
275,27164,2853,survey-multi-choice,7,1218157,Speaker Aware,4b,"{""Q0"":""No""}",belief,2,No,0,3,0,group1,speaker_aware,5,0,6,3,1,7,0,4,6.5,0.5,FALSE,incongruent,1,Knowledge
276,27164,1645,survey-multi-choice,9,1232163,Speaker Aware,4b,"{""Q0"":""No""}",belief,8,No,0,4,0,group1,speaker_aware,5,0,6,3,1,7,0,4,6.5,0.5,FALSE,incongruent,1,Knowledge
277,27164,1951,survey-multi-choice,11,1237172,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,5,0,group1,speaker_unaware,5,0,6,3,1,7,0,4,6.5,0.5,TRUE,congruent,1,Knowledge
278,27164,1370,survey-multi-choice,13,1248715,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,6,0,group1,speaker_unaware,5,0,6,3,1,7,0,4,6.5,0.5,TRUE,congruent,1,Knowledge
279,27164,1406,survey-multi-choice,15,1255624,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,7,0,group1,speaker_unaware,5,0,6,3,1,7,0,4,6.5,0.5,TRUE,congruent,1,Knowledge
280,27164,3475,survey-multi-choice,17,1261494,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,8,0,group1,speaker_aware,5,0,6,3,1,7,0,4,6.5,0.5,TRUE,congruent,0,Knowledge
281,27241,3282,survey-multi-choice,3,56811,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,1,0,group2,speaker_unaware,4,0,9,5,1,8,1,4.5,8.5,0.5,TRUE,congruent,1,Knowledge
282,27241,4133,survey-multi-choice,5,80360,Speaker Aware,4b,"{""Q0"":""No""}",belief,3,No,0,2,0,group2,speaker_aware,4,0,9,5,1,8,1,4.5,8.5,0.5,FALSE,incongruent,1,Knowledge
283,27241,3940,survey-multi-choice,7,98649,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,3,0,group2,speaker_aware,4,0,9,5,1,8,1,4.5,8.5,0.5,TRUE,congruent,0,Knowledge
284,27241,2708,survey-multi-choice,9,108916,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,4,0,group2,speaker_aware,4,0,9,5,1,8,1,4.5,8.5,0.5,TRUE,congruent,0,Knowledge
285,27241,3455,survey-multi-choice,11,126964,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,4,Yes,1,5,0,group2,speaker_aware,4,0,9,5,1,8,1,4.5,8.5,0.5,TRUE,congruent,0,Knowledge
286,27241,3024,survey-multi-choice,13,148215,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,6,0,group2,speaker_unaware,4,0,9,5,1,8,1,4.5,8.5,0.5,TRUE,congruent,1,Knowledge
287,27241,2949,survey-multi-choice,15,169294,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,7,0,group2,speaker_unaware,4,0,9,5,1,8,1,4.5,8.5,0.5,TRUE,congruent,1,Knowledge
288,27241,2863,survey-multi-choice,17,188563,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,8,0,group2,speaker_unaware,4,0,9,5,1,8,1,4.5,8.5,0.5,TRUE,congruent,1,Knowledge
289,27717,3643,survey-multi-choice,3,103109,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,1,0,group1,speaker_unaware,10,0,10,10,1,10,1,10,10,0.5,TRUE,congruent,1,Knowledge
290,27717,2629,survey-multi-choice,5,128330,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,2,0,group1,speaker_unaware,10,0,10,10,1,10,1,10,10,0.5,TRUE,congruent,1,Knowledge
291,27717,3619,survey-multi-choice,7,166185,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,3,0,group1,speaker_aware,10,0,10,10,1,10,1,10,10,0.5,TRUE,congruent,0,Knowledge
292,27717,2950,survey-multi-choice,9,205066,Speaker Aware,4b,"{""Q0"":""No""}",belief,5,No,0,4,0,group1,speaker_aware,10,0,10,10,1,10,1,10,10,0.5,FALSE,incongruent,1,Knowledge
293,27717,2123,survey-multi-choice,11,231282,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,5,0,group1,speaker_aware,10,0,10,10,1,10,1,10,10,0.5,TRUE,congruent,0,Knowledge
294,27717,1846,survey-multi-choice,13,250265,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,6,0,group1,speaker_aware,10,0,10,10,1,10,1,10,10,0.5,TRUE,congruent,0,Knowledge
295,27717,2523,survey-multi-choice,15,292385,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,7,0,group1,speaker_unaware,10,0,10,10,1,10,1,10,10,0.5,TRUE,congruent,1,Knowledge
296,27717,2123,survey-multi-choice,17,313842,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,8,0,group1,speaker_unaware,10,0,10,10,1,10,1,10,10,0.5,TRUE,congruent,1,Knowledge
297,28056,6065,survey-multi-choice,3,23138,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,1,No,0,1,0,group1,speaker_unaware,10,0,10,12,1,9,1,11,9.5,0.5,FALSE,incongruent,0,Inference
298,28056,4886,survey-multi-choice,5,84412,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,8,Yes,1,2,0,group1,speaker_aware,10,0,10,12,1,9,1,11,9.5,0.5,FALSE,incongruent,1,Inference
299,28056,2615,survey-multi-choice,7,106250,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,6,Yes,1,3,0,group1,speaker_unaware,10,0,10,12,1,9,1,11,9.5,0.5,TRUE,congruent,1,Inference
300,28056,5797,survey-multi-choice,9,114370,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,3,Yes,1,4,0,group1,speaker_unaware,10,0,10,12,1,9,1,11,9.5,0.5,TRUE,congruent,1,Inference
301,28056,4598,survey-multi-choice,11,147306,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,7,Yes,1,5,0,group1,speaker_aware,10,0,10,12,1,9,1,11,9.5,0.5,FALSE,incongruent,1,Inference
302,28056,2767,survey-multi-choice,13,188461,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,5,Yes,1,6,0,group1,speaker_aware,10,0,10,12,1,9,1,11,9.5,0.5,FALSE,incongruent,1,Inference
303,28056,3341,survey-multi-choice,15,233633,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,2,Yes,1,7,0,group1,speaker_aware,10,0,10,12,1,9,1,11,9.5,0.5,FALSE,incongruent,1,Inference
304,28056,3302,survey-multi-choice,17,264891,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,4,Yes,1,8,0,group1,speaker_unaware,10,0,10,12,1,9,1,11,9.5,0.5,TRUE,congruent,1,Inference
305,29390,2294,survey-multi-choice,3,22585,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,2,No,0,1,0,group2,speaker_unaware,5,0,10,8,1,8,0,6.5,9,0.5,TRUE,congruent,1,Knowledge
306,29390,10790,survey-multi-choice,5,58234,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,2,0,group2,speaker_unaware,5,0,10,8,1,8,0,6.5,9,0.5,TRUE,congruent,1,Knowledge
307,29390,4980,survey-multi-choice,7,79337,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,3,0,group2,speaker_aware,5,0,10,8,1,8,0,6.5,9,0.5,TRUE,congruent,0,Knowledge
308,29390,24838,survey-multi-choice,9,126766,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,4,0,group2,speaker_aware,5,0,10,8,1,8,0,6.5,9,0.5,TRUE,congruent,0,Knowledge
309,29390,6397,survey-multi-choice,11,155287,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,5,0,group2,speaker_unaware,5,0,10,8,1,8,0,6.5,9,0.5,TRUE,congruent,1,Knowledge
310,29390,7726,survey-multi-choice,13,189259,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,6,0,group2,speaker_unaware,5,0,10,8,1,8,0,6.5,9,0.5,TRUE,congruent,1,Knowledge
311,29390,9731,survey-multi-choice,15,219657,Speaker Aware,4b,"{""Q0"":""No""}",belief,4,No,0,7,0,group2,speaker_aware,5,0,10,8,1,8,0,6.5,9,0.5,FALSE,incongruent,1,Knowledge
312,29390,4255,survey-multi-choice,17,239487,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,8,0,group2,speaker_aware,5,0,10,8,1,8,0,6.5,9,0.5,TRUE,congruent,0,Knowledge
313,29781,12463,survey-multi-choice,3,105241,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,2,Yes,1,1,0,group1,speaker_aware,9,0,10,9,1,9,0,9,9.5,0.5,FALSE,incongruent,1,Inference
314,29781,5763,survey-multi-choice,5,152358,Speaker Aware,4a,"{""Q0"":""No""}",belief,7,No,0,2,0,group1,speaker_aware,9,0,10,9,1,9,0,9,9.5,0.5,TRUE,congruent,0,Inference
315,29781,7053,survey-multi-choice,7,199712,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,3,Yes,1,3,0,group1,speaker_unaware,9,0,10,9,1,9,0,9,9.5,0.5,TRUE,congruent,1,Inference
316,29781,2675,survey-multi-choice,9,296786,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,8,Yes,1,4,0,group1,speaker_aware,9,0,10,9,1,9,0,9,9.5,0.5,FALSE,incongruent,1,Inference
317,29781,2080,survey-multi-choice,11,341376,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,1,Yes,1,5,0,group1,speaker_unaware,9,0,10,9,1,9,0,9,9.5,0.5,TRUE,congruent,1,Inference
318,29781,4492,survey-multi-choice,13,380161,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,4,No,0,6,0,group1,speaker_unaware,9,0,10,9,1,9,0,9,9.5,0.5,FALSE,incongruent,0,Inference
319,29781,2867,survey-multi-choice,15,405299,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,6,Yes,1,7,0,group1,speaker_unaware,9,0,10,9,1,9,0,9,9.5,0.5,TRUE,congruent,1,Inference
320,29781,8023,survey-multi-choice,17,443643,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,5,Yes,1,8,0,group1,speaker_aware,9,0,10,9,1,9,0,9,9.5,0.5,FALSE,incongruent,1,Inference
321,30473,3893,survey-multi-choice,3,42873,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,6,Yes,1,1,0,group2,speaker_aware,8,0,8,9,1,10,0,8.5,9,0.5,TRUE,congruent,0,Knowledge
322,30473,4886,survey-multi-choice,5,100852,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,5,No,0,2,0,group2,speaker_unaware,8,0,8,9,1,10,0,8.5,9,0.5,TRUE,congruent,1,Knowledge
323,30473,2666,survey-multi-choice,7,155275,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,2,Yes,1,3,0,group2,speaker_unaware,8,0,8,9,1,10,0,8.5,9,0.5,FALSE,incongruent,0,Knowledge
324,30473,2562,survey-multi-choice,9,178288,Speaker Aware,4b,"{""Q0"":""No""}",belief,4,No,0,4,0,group2,speaker_aware,8,0,8,9,1,10,0,8.5,9,0.5,FALSE,incongruent,1,Knowledge
325,30473,2524,survey-multi-choice,11,204476,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,5,0,group2,speaker_aware,8,0,8,9,1,10,0,8.5,9,0.5,TRUE,congruent,0,Knowledge
326,30473,4387,survey-multi-choice,13,236005,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,3,Yes,1,6,0,group2,speaker_aware,8,0,8,9,1,10,0,8.5,9,0.5,TRUE,congruent,0,Knowledge
327,30473,2238,survey-multi-choice,15,263134,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,7,0,group2,speaker_unaware,8,0,8,9,1,10,0,8.5,9,0.5,TRUE,congruent,1,Knowledge
328,30473,2134,survey-multi-choice,17,291284,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,7,No,0,8,0,group2,speaker_unaware,8,0,8,9,1,10,0,8.5,9,0.5,TRUE,congruent,1,Knowledge
329,33472,2714,survey-multi-choice,3,21090,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,1,0,group1,speaker_unaware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,1,Knowledge
330,33472,5496,survey-multi-choice,5,73437,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,2,0,group1,speaker_unaware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,1,Knowledge
331,33472,18249,survey-multi-choice,7,122988,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,3,0,group1,speaker_aware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,0,Knowledge
332,33472,3401,survey-multi-choice,9,147535,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,4,0,group1,speaker_unaware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,1,Knowledge
333,33472,13117,survey-multi-choice,11,187171,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,5,0,group1,speaker_aware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,0,Knowledge
334,33472,20447,survey-multi-choice,13,233372,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,6,0,group1,speaker_aware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,0,Knowledge
335,33472,2428,survey-multi-choice,15,265312,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,7,0,group1,speaker_aware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,0,Knowledge
336,33472,5643,survey-multi-choice,17,403146,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,8,0,group1,speaker_unaware,6,0,4,4,0,2,0,5,3,0,TRUE,congruent,1,Knowledge
337,34186,7039,survey-multi-choice,3,51765,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,3,Yes,1,1,0,group2,speaker_aware,8,0,9,9,1,8,0,8.5,8.5,0.5,FALSE,incongruent,1,Inference
338,34186,3796,survey-multi-choice,5,61600,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,7,No,0,2,0,group2,speaker_unaware,8,0,9,9,1,8,0,8.5,8.5,0.5,FALSE,incongruent,0,Inference
339,34186,1723,survey-multi-choice,7,82592,Speaker Aware,4a,"{""Q0"":""No""}",belief,1,No,0,3,0,group2,speaker_aware,8,0,9,9,1,8,0,8.5,8.5,0.5,TRUE,congruent,0,Inference
340,34186,1382,survey-multi-choice,9,108009,Speaker Aware,4a,"{""Q0"":""No""}",belief,4,No,0,4,0,group2,speaker_aware,8,0,9,9,1,8,0,8.5,8.5,0.5,TRUE,congruent,0,Inference
341,34186,3658,survey-multi-choice,11,199856,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,8,Yes,1,5,0,group2,speaker_unaware,8,0,9,9,1,8,0,8.5,8.5,0.5,TRUE,congruent,1,Inference
342,34186,19811,survey-multi-choice,13,233746,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,6,Yes,1,6,0,group2,speaker_aware,8,0,9,9,1,8,0,8.5,8.5,0.5,FALSE,incongruent,1,Inference
343,34186,25265,survey-multi-choice,15,282512,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,5,Yes,1,7,0,group2,speaker_unaware,8,0,9,9,1,8,0,8.5,8.5,0.5,TRUE,congruent,1,Inference
344,34186,1513,survey-multi-choice,17,360350,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,2,Yes,1,8,0,group2,speaker_unaware,8,0,9,9,1,8,0,8.5,8.5,0.5,TRUE,congruent,1,Inference
345,34325,3523,survey-multi-choice,3,69450,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,1,0,group1,speaker_aware,4,0,10,3,1,9,0,3.5,9.5,0.5,TRUE,congruent,0,Knowledge
346,34325,3336,survey-multi-choice,5,165564,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,2,0,group1,speaker_aware,4,0,10,3,1,9,0,3.5,9.5,0.5,TRUE,congruent,0,Knowledge
347,34325,3588,survey-multi-choice,7,281458,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,3,0,group1,speaker_aware,4,0,10,3,1,9,0,3.5,9.5,0.5,TRUE,congruent,0,Knowledge
348,34325,8123,survey-multi-choice,9,363607,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,3,Yes,1,4,0,group1,speaker_unaware,4,0,10,3,1,9,0,3.5,9.5,0.5,FALSE,incongruent,0,Knowledge
349,34325,2744,survey-multi-choice,11,406531,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,5,0,group1,speaker_aware,4,0,10,3,1,9,0,3.5,9.5,0.5,TRUE,congruent,0,Knowledge
350,34325,3867,survey-multi-choice,13,440831,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,6,0,group1,speaker_unaware,4,0,10,3,1,9,0,3.5,9.5,0.5,TRUE,congruent,1,Knowledge
351,34325,3601,survey-multi-choice,15,614041,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,7,0,group1,speaker_unaware,4,0,10,3,1,9,0,3.5,9.5,0.5,TRUE,congruent,1,Knowledge
352,34325,2561,survey-multi-choice,17,673479,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,8,0,group1,speaker_unaware,4,0,10,3,1,9,0,3.5,9.5,0.5,TRUE,congruent,1,Knowledge
353,34615,6654,survey-multi-choice,3,96072,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,4,No,0,1,0,group1,speaker_unaware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,1,Knowledge
354,34615,3735,survey-multi-choice,5,116376,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,6,No,0,2,0,group1,speaker_unaware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,1,Knowledge
355,34615,4294,survey-multi-choice,7,156940,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,8,Yes,1,3,0,group1,speaker_aware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,0,Knowledge
356,34615,3272,survey-multi-choice,9,187657,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,7,Yes,1,4,0,group1,speaker_aware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,0,Knowledge
357,34615,4784,survey-multi-choice,11,233389,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,5,Yes,1,5,0,group1,speaker_aware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,0,Knowledge
358,34615,2950,survey-multi-choice,13,267052,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,1,No,0,6,0,group1,speaker_unaware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,1,Knowledge
359,34615,3945,survey-multi-choice,15,302533,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,3,No,0,7,0,group1,speaker_unaware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,1,Knowledge
360,34615,4721,survey-multi-choice,17,347662,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,2,Yes,1,8,0,group1,speaker_aware,6,0,10,5,1,9,1,5.5,9.5,0.5,TRUE,congruent,0,Knowledge
361,34745,4402,survey-multi-choice,3,125771,Speaker Aware,4a,"{""Q0"":""No""}",belief,4,No,0,1,0,group2,speaker_aware,11,0,10,11,0,6,0,11,8,0,TRUE,congruent,0,Inference
362,34745,3073,survey-multi-choice,5,145759,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,7,No,0,2,0,group2,speaker_unaware,11,0,10,11,0,6,0,11,8,0,FALSE,incongruent,0,Inference
363,34745,2369,survey-multi-choice,7,159183,Speaker Aware,4a,"{""Q0"":""No""}",belief,6,No,0,3,0,group2,speaker_aware,11,0,10,11,0,6,0,11,8,0,TRUE,congruent,0,Inference
364,34745,1935,survey-multi-choice,9,194928,Speaker Unaware,4a,"{""Q0"":""No""}",no_belief,2,No,0,4,0,group2,speaker_unaware,11,0,10,11,0,6,0,11,8,0,FALSE,incongruent,0,Inference
365,34745,2024,survey-multi-choice,11,218217,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,5,Yes,1,5,0,group2,speaker_unaware,11,0,10,11,0,6,0,11,8,0,TRUE,congruent,1,Inference
366,34745,2890,survey-multi-choice,13,245833,Speaker Aware,4a,"{""Q0"":""No""}",belief,1,No,0,6,0,group2,speaker_aware,11,0,10,11,0,6,0,11,8,0,TRUE,congruent,0,Inference
367,34745,2912,survey-multi-choice,15,273027,Speaker Unaware,4a,"{""Q0"":""Yes""}",no_belief,8,Yes,1,7,0,group2,speaker_unaware,11,0,10,11,0,6,0,11,8,0,TRUE,congruent,1,Inference
368,34745,1696,survey-multi-choice,17,306402,Speaker Aware,4a,"{""Q0"":""No""}",belief,3,No,0,8,0,group2,speaker_aware,11,0,10,11,0,6,0,11,8,0,TRUE,congruent,0,Inference
369,34791,2353,survey-multi-choice,3,191624,Speaker Aware,4b,"{""Q0"":""No""}",belief,6,No,0,1,0,group2,speaker_aware,4,0,7,6,1,7,1,5,7,0.5,FALSE,incongruent,1,Knowledge
370,34791,3096,survey-multi-choice,5,208309,Speaker Aware,4b,"{""Q0"":""No""}",belief,3,No,0,2,0,group2,speaker_aware,4,0,7,6,1,7,1,5,7,0.5,FALSE,incongruent,1,Knowledge
371,34791,3385,survey-multi-choice,7,216781,Speaker Aware,4b,"{""Q0"":""No""}",belief,4,No,0,3,0,group2,speaker_aware,4,0,7,6,1,7,1,5,7,0.5,FALSE,incongruent,1,Knowledge
372,34791,1906,survey-multi-choice,9,229093,Speaker Aware,4b,"{""Q0"":""Yes""}",belief,1,Yes,1,4,0,group2,speaker_aware,4,0,7,6,1,7,1,5,7,0.5,TRUE,congruent,0,Knowledge
373,34791,2119,survey-multi-choice,11,321290,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,5,Yes,1,5,0,group2,speaker_unaware,4,0,7,6,1,7,1,5,7,0.5,FALSE,incongruent,0,Knowledge
374,34791,1562,survey-multi-choice,13,369633,Speaker Unaware,4b,"{""Q0"":""No""}",no_belief,8,No,0,6,0,group2,speaker_unaware,4,0,7,6,1,7,1,5,7,0.5,TRUE,congruent,1,Knowledge
375,34791,1819,survey-multi-choice,15,374873,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,2,Yes,1,7,0,group2,speaker_unaware,4,0,7,6,1,7,1,5,7,0.5,FALSE,incongruent,0,Knowledge
376,34791,1236,survey-multi-choice,17,379817,Speaker Unaware,4b,"{""Q0"":""Yes""}",no_belief,7,Yes,1,8,0,group2,speaker_unaware,4,0,7,6,1,7,1,5,7,0.5,FALSE,incongruent,0,Knowledge
377,35116,5775,survey-multi-choice,3,131292,Speaker Aware,4a,"{""Q0"":""Yes""}",belief,5,Yes,1,1,0,group1,speaker_aware,8,0,10,9,1,10,0,8.5,10,0.5,FALSE,incongruent,1,Inference
