,subject,rt,trial_type,trial_index,time_elapsed,group,assignment,responses,knowledge,stimType,stimNum,answer,numeric_code,order,Condition,exp_inf_1,exp_inf_2,spon_1,spon_2,spon_3,rc_1,rc_2,exp_inf_mean,rc_mean,spon_agree,spon_true,rc_bins_1
136,12153,2887,survey-multi-choice,23,557583,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,10,Yes,1,11,Speaker Aware,14,14,1,0,1,10,10,14,10,FALSE,1,high
137,12153,2512,survey-multi-choice,25,593328,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,12,Yes,1,12,Speaker Unaware,14,14,1,0,1,10,10,14,10,FALSE,1,high
138,12153,3076,survey-multi-choice,27,632674,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,14,No,0,13,Speaker Aware,14,14,1,0,1,10,10,14,10,FALSE,1,high
139,12153,3226,survey-multi-choice,29,659720,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,15,Yes,1,14,Speaker Unaware,14,14,1,0,1,10,10,14,10,FALSE,1,high
140,12153,3427,survey-multi-choice,5,205426,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,6,Yes,1,2,Speaker Aware,14,14,1,0,1,10,10,14,10,FALSE,1,high
141,12153,9218,survey-multi-choice,7,263911,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,2,Yes,1,3,Speaker Unaware,14,14,1,0,1,10,10,14,10,FALSE,1,high
142,12153,3217,survey-multi-choice,9,297509,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,11,No,0,4,Speaker Aware,14,14,1,0,1,10,10,14,10,FALSE,1,high
143,12153,3174,survey-multi-choice,33,738861,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,7,No,0,16,Speaker Unaware,14,14,1,0,1,10,10,14,10,FALSE,1,high
144,12153,2272,survey-multi-choice,31,708787,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,16,Yes,1,15,Speaker Aware,14,14,1,0,1,10,10,14,10,FALSE,1,high
145,15234,10665,survey-multi-choice,33,248967,group1,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,4,No,0,16,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
146,15234,8549,survey-multi-choice,31,229945,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,12,Yes,1,15,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
147,15234,1904,survey-multi-choice,11,76284,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,11,Yes,1,5,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
148,15234,17150,survey-multi-choice,19,132404,group1,5a,"{""Q0"":""No""}",explicit,Speaker Aware,5,No,0,9,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
149,15234,5634,survey-multi-choice,5,40914,group1,5a,"{""Q0"":""No""}",explicit,Speaker Aware,2,No,0,2,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
150,15234,1707,survey-multi-choice,15,95680,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,9,Yes,1,7,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
151,15234,9075,survey-multi-choice,17,109918,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,8,Yes,1,8,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
152,15234,6359,survey-multi-choice,9,65010,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,3,Yes,1,4,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
153,15234,1748,survey-multi-choice,7,53421,group1,5a,"{""Q0"":""No""}",explicit,Speaker Aware,7,No,0,3,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
154,15234,37909,survey-multi-choice,29,216024,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,13,Yes,1,14,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
155,15234,2904,survey-multi-choice,25,160954,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,6,Yes,1,12,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
156,15234,6833,survey-multi-choice,27,172614,group1,5a,"{""Q0"":""No""}",implicit,Speaker Aware,15,No,0,13,Speaker Aware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
157,15234,11037,survey-multi-choice,3,27774,group1,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,1,No,0,1,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
158,15234,6557,survey-multi-choice,13,87718,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,14,Yes,1,6,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
159,15234,5916,survey-multi-choice,21,143275,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,16,Yes,1,10,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
160,15234,5022,survey-multi-choice,23,153070,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,10,Yes,1,11,Speaker Unaware,10,11,1,0,0,10,10,10.5,10,FALSE,0,high
161,18343,3596,survey-multi-choice,33,1649702,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,2,No,0,16,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
162,18343,34298,survey-multi-choice,5,400964,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,9,Yes,1,2,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
163,18343,7048,survey-multi-choice,7,482853,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,15,Yes,1,3,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
164,18343,13722,survey-multi-choice,11,617060,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,11,Yes,1,5,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
165,18343,9241,survey-multi-choice,13,746276,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,8,No,0,6,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
166,18343,4026,survey-multi-choice,15,809749,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,1,Yes,1,7,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
167,18343,5851,survey-multi-choice,9,542117,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,6,Yes,1,4,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
168,18343,4794,survey-multi-choice,19,956373,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,14,Yes,1,9,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
169,18343,9171,survey-multi-choice,21,1056943,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,13,Yes,1,10,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
170,18343,5705,survey-multi-choice,23,1165893,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,4,Yes,1,11,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
171,18343,3642,survey-multi-choice,17,874901,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,10,Yes,1,8,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
172,18343,3833,survey-multi-choice,31,1558071,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,12,No,0,15,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
173,18343,13657,survey-multi-choice,3,287782,group3,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,3,No,0,1,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
174,18343,4770,survey-multi-choice,29,1439454,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,16,Yes,1,14,Speaker Unaware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
175,18343,5656,survey-multi-choice,25,1242933,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,7,No,0,12,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
176,18343,3954,survey-multi-choice,27,1370390,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,5,Yes,1,13,Speaker Aware,4,0,0,0,NA,8,6,2,7,TRUE,0,low
177,19247,1571,survey-multi-choice,29,411177,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,14,Yes,1,14,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
178,19247,1741,survey-multi-choice,19,267226,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,12,Yes,1,9,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
179,19247,1988,survey-multi-choice,23,311154,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,1,Yes,1,11,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
180,19247,1325,survey-multi-choice,33,453745,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,15,Yes,1,16,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
181,19247,1485,survey-multi-choice,25,363282,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,10,Yes,1,12,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
182,19247,1678,survey-multi-choice,27,389122,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,9,Yes,1,13,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
183,19247,1540,survey-multi-choice,21,286018,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,11,No,0,10,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
184,19247,3457,survey-multi-choice,3,55653,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,16,Yes,1,1,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
185,19247,2203,survey-multi-choice,31,427882,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,5,Yes,1,15,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
186,19247,1986,survey-multi-choice,7,114772,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,3,Yes,1,3,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
187,19247,1516,survey-multi-choice,9,139620,group4,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,7,No,0,4,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
188,19247,2444,survey-multi-choice,15,231091,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,4,Yes,1,7,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
189,19247,1636,survey-multi-choice,17,245331,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,6,Yes,1,8,Speaker Aware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
190,19247,2292,survey-multi-choice,11,162804,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,2,Yes,1,5,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
191,19247,2301,survey-multi-choice,5,84181,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,13,Yes,1,2,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
192,19247,1813,survey-multi-choice,13,203163,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,8,Yes,1,6,Speaker Unaware,4,6,1,1,NA,10,8,5,9,TRUE,1,low
193,20407,4476,survey-multi-choice,11,177522,group1,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,3,No,0,5,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
194,20407,5322,survey-multi-choice,3,65937,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,16,Yes,1,1,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
195,20407,5488,survey-multi-choice,7,129027,group1,5a,"{""Q0"":""No""}",explicit,Speaker Aware,7,No,0,3,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
196,20407,2123,survey-multi-choice,9,153179,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,13,Yes,1,4,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
197,20407,7646,survey-multi-choice,5,97939,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,2,Yes,1,2,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
198,20407,7772,survey-multi-choice,13,209523,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,11,Yes,1,6,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
199,20407,4138,survey-multi-choice,17,279026,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,14,Yes,1,8,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
200,20407,2711,survey-multi-choice,33,511154,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,5,Yes,1,16,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
201,20407,2787,survey-multi-choice,19,302901,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,1,Yes,1,9,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
202,20407,2853,survey-multi-choice,21,327998,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,6,Yes,1,10,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
203,20407,2074,survey-multi-choice,31,479053,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,12,Yes,1,15,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
204,20407,9171,survey-multi-choice,27,424295,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,10,Yes,1,13,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
205,20407,2142,survey-multi-choice,29,438983,group1,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,15,Yes,1,14,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
206,20407,3058,survey-multi-choice,15,247792,group1,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,4,No,0,7,Speaker Unaware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
207,20407,5293,survey-multi-choice,23,362502,group1,5a,"{""Q0"":""No""}",implicit,Speaker Aware,9,No,0,11,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
208,20407,2572,survey-multi-choice,25,398670,group1,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,8,Yes,1,12,Speaker Aware,2,2,0,0,NA,9,7,2,8,TRUE,0,low
209,21237,3894,survey-multi-choice,5,88184,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,4,No,0,2,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
210,21237,1970,survey-multi-choice,9,139142,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,16,Yes,1,4,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
211,21237,1862,survey-multi-choice,21,292434,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,5,Yes,1,10,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
212,21237,2531,survey-multi-choice,7,112466,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,11,No,0,3,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
213,21237,5253,survey-multi-choice,3,50259,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,8,Yes,1,1,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
214,21237,1702,survey-multi-choice,29,381474,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,2,Yes,1,14,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
215,21237,1546,survey-multi-choice,23,315147,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,13,Yes,1,11,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
216,21237,1554,survey-multi-choice,27,353348,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,12,Yes,1,13,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
217,21237,2088,survey-multi-choice,19,256070,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,6,Yes,1,9,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
218,21237,2392,survey-multi-choice,17,241201,group4,5a,"{""Q0"":""No""}",implicit,Speaker Aware,1,No,0,8,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
219,21237,1768,survey-multi-choice,11,169278,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,7,Yes,1,5,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
220,21237,1700,survey-multi-choice,25,332808,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,15,Yes,1,12,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
221,21237,1542,survey-multi-choice,33,431186,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,3,Yes,1,16,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
222,21237,1720,survey-multi-choice,15,217803,group4,5a,"{""Q0"":""No""}",explicit,Speaker Aware,14,No,0,7,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
223,21237,2548,survey-multi-choice,13,190648,group4,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,9,Yes,1,6,Speaker Unaware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
224,21237,1816,survey-multi-choice,31,407798,group4,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,10,Yes,1,15,Speaker Aware,12,11,0,0,NA,9,9,11.5,9,TRUE,0,low
225,23011,2706,survey-multi-choice,17,508191,group3,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,16,No,0,8,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
226,23011,2690,survey-multi-choice,23,618309,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,5,Yes,1,11,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
227,23011,1877,survey-multi-choice,25,639586,group3,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,11,No,0,12,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
228,23011,4606,survey-multi-choice,5,124565,group3,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,1,No,0,2,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
229,23011,8292,survey-multi-choice,21,573931,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,6,Yes,1,10,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
230,23011,1838,survey-multi-choice,15,303907,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,12,No,0,7,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
231,23011,2199,survey-multi-choice,13,268720,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,2,Yes,1,6,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
232,23011,3283,survey-multi-choice,19,546747,group3,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,4,No,0,9,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
233,23011,4933,survey-multi-choice,3,79269,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,14,Yes,1,1,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
234,23011,1892,survey-multi-choice,29,693291,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,13,No,0,14,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
235,23011,1865,survey-multi-choice,11,230103,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,8,No,0,5,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
236,23011,1924,survey-multi-choice,33,763921,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,9,No,0,16,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
237,23011,2113,survey-multi-choice,27,666797,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,15,No,0,13,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
238,23011,2856,survey-multi-choice,9,196254,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,10,Yes,1,4,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
239,23011,2136,survey-multi-choice,31,728464,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,7,No,0,15,Speaker Aware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
240,23011,6698,survey-multi-choice,7,166943,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,3,Yes,1,3,Speaker Unaware,6,3,0,1,0,9,8,4.5,8.5,FALSE,0,low
241,27612,1478,survey-multi-choice,7,85350,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,9,Yes,1,3,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
242,27612,1221,survey-multi-choice,13,134693,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,16,Yes,1,6,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
243,27612,1174,survey-multi-choice,15,156669,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,10,Yes,1,7,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
244,27612,1754,survey-multi-choice,5,59199,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,6,No,0,2,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
245,27612,1484,survey-multi-choice,9,107374,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,4,No,0,4,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
246,27612,1460,survey-multi-choice,11,119893,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Aware,1,Yes,1,5,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
247,27612,1254,survey-multi-choice,33,273931,group2,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,13,No,0,16,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
248,27612,1606,survey-multi-choice,19,206332,group2,5a,"{""Q0"":""No""}",explicit,Speaker Aware,3,No,0,9,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
249,27612,926,survey-multi-choice,31,269162,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,2,No,0,15,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
250,27612,1502,survey-multi-choice,21,232595,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,5,Yes,1,10,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
251,27612,2837,survey-multi-choice,17,193515,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,14,Yes,1,8,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
252,27612,2639,survey-multi-choice,3,46256,group2,5a,"{""Q0"":""No""}",implicit,Speaker Aware,11,No,0,1,Speaker Aware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
253,27612,1197,survey-multi-choice,29,263907,group2,5a,"{""Q0"":""No""}",implicit,Speaker Unaware,8,No,0,14,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
254,27612,974,survey-multi-choice,27,259426,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,15,Yes,1,13,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
255,27612,1395,survey-multi-choice,23,245779,group2,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,12,Yes,1,11,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
256,27612,4555,survey-multi-choice,25,254467,group2,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,7,Yes,1,12,Speaker Unaware,7,9,0,0,NA,10,10,8,10,TRUE,0,high
257,27872,2636,survey-multi-choice,13,225037,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,2,Yes,1,6,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
258,27872,2501,survey-multi-choice,7,144686,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,16,Yes,1,3,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
259,27872,3694,survey-multi-choice,9,163719,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,6,Yes,1,4,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
260,27872,1799,survey-multi-choice,15,251007,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,12,No,0,7,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
261,27872,4638,survey-multi-choice,5,119920,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,5,No,0,2,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
262,27872,2248,survey-multi-choice,27,483973,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Aware,8,Yes,1,13,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
263,27872,2440,survey-multi-choice,29,515141,group3,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,3,No,0,14,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
264,27872,3874,survey-multi-choice,11,192783,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,9,No,0,5,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
265,27872,3035,survey-multi-choice,33,570091,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,14,Yes,1,16,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
266,27872,5946,survey-multi-choice,3,73840,group3,5a,"{""Q0"":""No""}",implicit,Speaker Aware,7,No,0,1,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
267,27872,2630,survey-multi-choice,17,278959,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,15,No,0,8,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
268,27872,2349,survey-multi-choice,31,533794,group3,5a,"{""Q0"":""Yes""}",implicit,Speaker Unaware,11,Yes,1,15,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
269,27872,2358,survey-multi-choice,19,322511,group3,5a,"{""Q0"":""No""}",explicit,Speaker Unaware,1,No,0,9,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
270,27872,2239,survey-multi-choice,21,370611,group3,5a,"{""Q0"":""No""}",explicit,Speaker Aware,13,No,0,10,Speaker Aware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
271,27872,2118,survey-multi-choice,25,425692,group3,5a,"{""Q0"":""Yes""}",explicit,Speaker Unaware,4,Yes,1,12,Speaker Unaware,7,10,0,0,NA,10,10,8.5,10,TRUE,0,high
